BoroughCode,StatusOrderNumber,MainStreet,FromStreet,ToStreet,SideOfStreet
M,S-104301,BEDFORD STREET,BARROW STREET,GROVE STREET,E
M,S-104303,BEDFORD STREET,GROVE STREET,CHRISTOPHER STREET,E
M,S-196698,BEDFORD STREET,AVENUE OF AMERICAS,DOWNING STREET,W
M,S-172677,BEDFORD STREET,DOWNING STREET,CARMINE STREET,E
M,S-172678,BEDFORD STREET,DOWNING STREET,CARMINE STREET,W
M,S-104315,BEDFORD STREET,COMMERCE STREET,BARROW STREET,E
M,S-169372,BEDFORD STREET,CARMINE STREET,LEROY STREET,W
M,S-169373,BEDFORD STREET,CARMINE STREET,LEROY STREET,E
M,S-104313,BEDFORD STREET,7 AVENUE SOUTH,MORTON STREET,E
M,S-104310,BEDFORD STREET,BARROW STREET,GROVE STREET,W
M,S-104309,BEDFORD STREET,MORTON STREET,COMMERCE STREET,W
M,S-104316,BEDFORD STREET,LEROY STREET,SEVENTH AVENUE,E
M,S-197925,BEDFORD STREET,WEST HOUSTON STREET,WEST HOUSTON STREET,E
M,S-104305,BEDFORD STREET,COMMERCE STREET,BARROW STREET,W
M,S-104307,BEDFORD STREET,LEROY STREET,SEVENTH AVENUE,W
M,S-185870,BEDFORD STREET,GROVE STREET,CHRISTOPHER STREET,W
M,S-053328,BEEKMAN PLACE,WEST   50 STREET,WEST   51 STREET,W
M,S-053331,BEEKMAN PLACE,EAST   50 STREET,MITCHELL PLACE,W
M,S-748386,BEEKMAN PLACE,EAST   48 STREET,EAST   49 STREET,W
M,S-216449,BEEKMAN PLACE,EAST   50 STREET,MITCHELL PLACE,E
M,S-156588,BEEKMAN PLACE,EAST   50 STREET,EAST   51 STREET,E
M,S-993252,BEEKMAN STREET,GOLD STREET,NASSAU STREET,N
M,S-157395,BEEKMAN STREET,CLIFF STREET,PEARL STREET,S
M,S-151982,BEEKMAN STREET,PEARL STREET,FULTON STREET,S
M,S-151981,BEEKMAN STREET,SOUTH STREET,PEARL STREET,S
M,S-181067,BEEKMAN STREET,THEATRE ALLEY,PARK ROW,S
M,S-253843,BEEKMAN STREET,WILLIAM STREET,NASSAU STREET,S
M,S-601836,BEEKMAN STREET,PEARL STREET,FULTON STREET,W
M,S-166701,BEEKMAN STREET,NASSAU STREET,PARK ROW,N
M,S-840471,BEEKMAN STREET,WATER STREET,PEARL STREET,S
M,S-250367,BEEKMAN STREET,NASSAU STREET,THEATRE ALLEY,S
M,S-239754,BEEKMAN STREET,GOLD STREET,WILLIAM STREET,S
M,S-601837,BEEKMAN STREET,PEARL STREET,FULTON STREET,N
M,S-214886,BEEKMAN STREET,SOUTH STREET,WATER STREET,S
M,S-204335,BEEKMAN STREET,FRONT STREET,WATER STREET,S
M,S-154933,BEEKMAN STREET,WATER STREET,PEARL STREET,N
M,S-154935,BEEKMAN STREET,FRONT STREET,WATER STREET,N
M,S-154936,BEEKMAN STREET,SOUTH STREET,FRONT STREET,N
M,S-203845,BENNETT AVENUE,WEST  192 STREET,WEST  190 STREET,E
M,P-280728,BENNETT AVENUE,WEST  184 STREET,WEST  181 STREET,E
M,P-279039,BENNETT AVENUE,WEST  184 STREET,WEST  181 STREET,W
M,S-203837,BENNETT AVENUE,WEST  190 STREET,WEST  189 STREET,E
M,S-203839,BENNETT AVENUE,BROADWAY,WEST  187 STREET,W
M,S-203844,BENNETT AVENUE,BROADWAY,WEST  192 STREET,E
M,S-203973,BENNETT AVENUE,WEST  187 STREET,WEST  186 STREET,W
M,S-203972,BENNETT AVENUE,WEST  187 STREET,WEST  186 STREET,E
M,S-203970,BENNETT AVENUE,WEST  189 STREET,WEST  187 STREET,E
M,S-203958,BENNETT AVENUE,WEST  186 STREET,WEST  184 STREET,E
M,S-203868,BENNETT AVENUE,WEST  186 STREET,WEST  184 STREET,W
M,S-223480,BENSON STREET,LEONARD STREET,FRANKLIN STREET,W
M,S-277591,BENSON STREET,DEAD END,LEONARD STREET,W
M,S-277590,BENSON STREET,LEONARD STREET,DEAD END,E
M,S-103740,BETHUNE STREET,GREENWICH STREET,WASHINGTON STREET,S
M,S-103738,BETHUNE STREET,GREENWICH STREET,WASHINGTON STREET,N
M,S-241844,BETHUNE STREET,WASHINGTON STREET,WEST STREET,S
M,S-103739,BETHUNE STREET,HUDSON STREET,GREENWICH STREET,S
M,S-104208,BETHUNE STREET,WASHINGTON STREET,WEST STREET,N
M,S-138484,BETHUNE STREET,HUDSON STREET,GREENWICH STREET,N
M,S-058609,BIRMINGHAM STREET,MADISON STREET,HENRY STREET,N
M,S-058608,BIRMINGHAM STREET,MADISON STREET,HENRY STREET,S
M,S-188344,BLEECKER STREET,CORNELIA STREET,CARMINE STREET,E
M,S-188341,BLEECKER STREET,WEST   10 STREET,CHRISTOPHER STREET,E
M,S-209317,BLEECKER STREET,BANK STREET,WEST   11 STREET,W
M,S-188340,BLEECKER STREET,JONES STREET,CORNELIA STREET,E
M,S-188338,BLEECKER STREET,SEVENTH AVENUE SOUTH,JONES STREET,E
M,S-188337,BLEECKER STREET,GROVE STREET,SEVENTH AVENUE SOUTH,E
M,S-106492,BLEECKER STREET,6 AVENUE,MACDOUGAL STREET,S
M,S-188336,BLEECKER STREET,CHRISTOPHER STREET,GROVE STREET,E
M,S-106496,BLEECKER STREET,CROSBY STREET,LAFAYETTE STREET,S
M,S-106499,BLEECKER STREET,LAFAYETTE STREET,MULBERRY STREET,S
M,S-187945,BLEECKER STREET,CARMINE STREET,AVENUE OF THE AMERICAS,N
M,S-106500,BLEECKER STREET,MULBERRY STREET,MOTT STREET,S
M,P-255780,BLEECKER STREET,CHRISTOPHER STREET,GROVE STREET,W
M,S-104299,BLEECKER STREET,LEROY STREET,MORTON STREET,W
M,S-104294,BLEECKER STREET,SEVENTH AVENUE,GROVE STREET,W
M,S-104293,BLEECKER STREET,CHARLES STREET,WEST   10 STREET,W
M,S-106818,BLEECKER STREET,THOMPSON STREET,WEST BROADWAY,S
M,P-241164,BLEECKER STREET,WEST   10 STREET,CHRISTOPHER STREET,W
M,S-254634,BLEECKER STREET,LEROY STREET,CARMINE STREET,W
M,S-104292,BLEECKER STREET,WEST   11 STREET,PERRY STREET,W
M,S-917856,BLEECKER STREET,PERRY STREET,CHARLES STREET,W
M,S-106817,BLEECKER STREET,SULLIVAN STREET,THOMPSON STREET,S
M,S-106816,BLEECKER STREET,MACDOUGAL STREET,SULLIVAN STREET,S
M,S-118074,BLEECKER STREET,LA GUARDIA PLACE,MERCER STREET,S
M,S-188406,BLEECKER STREET,ELIZABETH STREET,BOWERY,S
M,P-180305,BLEECKER STREET,EIGHTH AVENUE,WEST   11 STREET,W
M,S-106838,BLEECKER STREET,BROADWAY,CROSBY STREET,S
M,S-295108,BLEECKER STREET,MOTT STREET,ELIZABETH STREET,S
M,S-188405,BLEECKER STREET,LAFAYETTE STREET,BOWERY,N
M,S-188349,BLEECKER STREET,CHARLES STREET,WEST   10 STREET,E
M,S-188348,BLEECKER STREET,PERRY STREET,CHARLES STREET,E
M,S-232617,BLEECKER STREET,MORTON STREET,COMMERCE STREET,W
M,S-178325,BLEECKER STREET,MACDOUGAL STREET,SULLIVAN STREET,N
M,S-202012,BLEECKER STREET,SEVENTH AVENUE,MORTON STREET,W
M,S-106489,BLEECKER STREET,LA GUARDIA PLACE,MERCER STREET,N
M,S-188347,BLEECKER STREET,WEST   11 STREET,PERRY STREET,E
M,S-178324,BLEECKER STREET,AVENUE OF THE AMERICAS,MACDOUGAL STREET,N
M,S-178323,BLEECKER STREET,SULLIVAN STREET,THOMPSON STREET,N
M,S-188346,BLEECKER STREET,BANK STREET,WEST   11 STREET,E
M,S-178322,BLEECKER STREET,THOMPSON STREET,LA GUARDIA PLACE,N
M,S-177991,BLEECKER STREET,MERCER STREET,BROADWAY,S
M,S-217071,BLEECKER STREET,BROADWAY,LAFAYETTE STREET,N
M,S-214761,BLEECKER STREET,CARMINE STREET,AVENUE OF THE AMERICAS,S
M,S-188345,BLEECKER STREET,EIGHTH AVENUE,BANK STREET,E
M,S-106490,BLEECKER STREET,MERCER STREET,BROADWAY,N
M,S-040772,BLOOMFIELD STREET,MARGINAL STREET,UNNAMED STREET,S
M,S-277666,BLOOMFIELD STREET,MARGINAL STREET,UNNAMED STREET,N
M,S-107054,BOGARDUS PLACE,HILLSIDE AVENUE,ELLWOOD STREET,E
M,S-961032,BOGARDUS PLACE,ELLWOOD STREET,HILLSIDE AVENUE,W
M,S-106506,BOND STREET,BROADWAY,GREAT JONES ALLEY,N
M,S-208342,BOND STREET,BROADWAY,UNNAMED STREET,S
M,S-106505,BOND STREET,LAFAYETTE STREET,BOWERY,S
M,S-029532,BOND STREET,UNNAMED STREET,LAFAYETTE STREET,S
M,S-106503,BOND STREET,BROADWAY,GREAT JONES ALLEY,S
M,S-106507,BOND STREET,GREAT JONES ALLEY,LAFAYETTE STREET,N
M,S-106504,BOND STREET,GREAT JONES ALLEY,LAFAYETTE STREET,S
M,S-106508,BOND STREET,LAFAYETTE STREET,BOWERY,N
M,S-180318,BOWERY,BAYARD STREET,PELL STREET,W
M,P-253298,BOWERY,HESTER STREET,CANAL STREET,W
M,S-141462,BOWERY,STANTON STREET,EAST HOUSTON STREET,E
M,S-185578,BOWERY,CANAL STREET,HESTER STREET,E
M,S-185597,BOWERY,HESTER STREET,GRAND STREET,E
M,S-066928,BOWERY,MANHATTAN BRIDGE,MANHATTAN BRIDGE,E
M,S-114363,BOWERY,PRINCE STREET,SPRING STREET,W
M,S-223909,BOWERY,BLEECKER STREET,HUDSON STREET,W
M,S-793002,BOWERY,DIVISION STREET,BOWERY                 *E RDWY,E
M,S-289599,BOWERY,EAST    1 STREET,EAST    2 STREET,E
M,P-290491,BOWERY,GRAND STREET,BROOME STREET,E
M,P-252672,BOWERY,BROOME STREET,DELANCEY STREET,E
M,P-211562,BOWERY,EAST    3 STREET,EAST    4 STREET,E
M,P-214554,BOWERY,RIVINGTON STREET,STANTON STREET,E
M,P-253092,BOWERY,KENMARE STREET,BROOME STREET,W
M,S-138482,BOWERY,DOYERS STREET,MOTT STREET,W
M,S-065601,BOWERY,EAST HOUSTON STREET,EAST    1 STREET,E
M,P-107363,BOWERY,GRAND STREET,HESTER STREET,W
M,P-277450,BOWERY,SPRING STREET,KENMARE STREET,W
M,P-278732,BOWERY,DIVISION STREET,MANHATTAN BRIDGE       *ENT RAMP,E
M,S-235925,BOWERY,BLEECKER STREET,EAST HOUSTON STREET,W
M,S-172673,BOWERY,EAST    2 STREET,EAST    3 STREET,E
M,S-282502,BOWERY,BAYARD STREET,UNNAMED STREET,E
M,P-293311,BOWERY,PELL STREET,DOYERS STREET,W
M,P-253089,BOWERY,EAST    4 STREET,GREAT JONES STREET,W
M,P-095511,BOWERY,BROOME STREET,GRAND STREET,W
M,P-253090,BOWERY,GREAT JONES STREET,BOND STREET,W
M,P-252678,BOWERY,DELANCEY STREET,RIVINGTON STREET,E
M,S-138481,BOWERY,BOND STREET,BLEECKER STREET,W
M,S-251103,BOWERY,UNNAMED STREET,CANAL STREET,E
M,S-176927,BOWERY,EAST HOUSTON STREET,PRINCE STREET,W
M,P-278930,BOWERY,CANAL STREET,BAYARD STREET,W
M,S-793000,BOWERY                 *E RDWY,DIVISION STREET,BOWERY,W
M,S-277288,BOWLING GREEN,BEAVER STREET,STONE STREET,E
M,S-269453,BOWLING GREEN,BROADWAY,BROADWAY,N
M,S-106557,BOWLING GREEN,WHITEHALL STREET,STATE STREET,N
M,S-269454,BOWLING GREEN,WHITEHALL STREET,STATE STREET,S
M,S-143003,BRADHURST AVENUE,WEST  149 STREET,WEST  150 STREET,E
M,S-143002,BRADHURST AVENUE,WEST  148 STREET,WEST  149 STREET,E
M,S-143001,BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,E
M,S-143000,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,E
M,S-142999,BRADHURST AVENUE,WEST  142 STREET,WEST  145 STREET,W
M,S-142997,BRADHURST AVENUE,WEST  142 STREET,WEST  143 STREET,E
M,S-160215,BRADHURST AVENUE,WEST  143 STREET,WEST  144 STREET,E
M,S-143004,BRADHURST AVENUE,WEST  150 STREET,WEST  151 STREET,E
M,S-143005,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,E
M,S-143006,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,E
M,S-143008,BRADHURST AVENUE,WEST  154 STREET,WEST  155 STREET,E
M,S-143009,BRADHURST AVENUE,WEST  155 STREET,WEST  145 STREET,W
M,S-167692,BRADHURST AVENUE,WEST  145 STREET,WEST  146 STREET,E
M,S-932347,BRADHURST AVENUE,WEST  152 STREET,WEST  153 STREET,E
M,S-932648,BRADHURST AVENUE,WEST  147 STREET,WEST  148 STREET,E
M,S-990066,BRIDGE STREET,WHITEHALL STREET,BROAD STREET,N
M,S-989833,BRIDGE STREET,STATE STREET,WHITEHALL STREET,S
M,S-989832,BRIDGE STREET,STATE STREET,WHITEHALL STREET,N
M,S-993272,BRIDGE STREET,WHITEHALL STREET,BROAD STREET,S
M,S-988791,BROAD STREET,BEAVER STREET,MARKETFIELD STREET,W
M,P-256633,BROAD STREET,WATER STREET,SOUTH STREET,S
M,S-989023,BROAD STREET,WATER STREET,PEARL STREET,E
M,S-988788,BROAD STREET,PEARL STREET,WATER STREET,W
M,S-112999,BROAD STREET,BEAVER STREET,EXCHANGE PLACE,W
M,S-193168,BROAD STREET,SOUTH WILLIAM STREET,BEAVER STREET,E
M,S-159712,BROAD STREET,PEARL STREET,SOUTH WILLIAM STREET,E
M,S-788475,BROAD STREET,BRIDGE STREET,PEARL STREET,W
M,S-988784,BROAD STREET,EXCHANGE PLACE,WALL STREET,E
M,S-988790,BROAD STREET,MARKETFIELD STREET,STONE STREET,W
M,S-988782,BROAD STREET,WALL STREET,EXCHANGE PLACE,W
M,S-150868,BROAD STREET,BEAVER STREET,EXCHANGE PLACE,E
M,P-257340,BROAD STREET,SOUTH STREET,WATER STREET,N
M,S-988789,BROAD STREET,STONE STREET,BRIDGE STREET,W
M,P-295227,BROADWAY,WEST  139 STREET,WEST  140 STREET,E
M,P-254594,BROADWAY,WEST   76 STREET,WEST   75 STREET,W
M,S-262095,BROADWAY,TENTH AVENUE,CHAMBERS STREET,W
M,S-989094,BROADWAY,CANAL STREET,WALKER STREET,E
M,S-989116,BROADWAY,DUANE STREET,READE STREET,E
M,S-191832,BROADWAY,WEST  207 STREET,ISHAM STREET,E
M,S-190583,BROADWAY,EXCHANGE PLACE,BEAVER STREET,E
M,S-989127,BROADWAY,PINE STREET,WALL STREET,E
M,S-189756,BROADWAY,CATHEDRAL PARKWAY,WEST  111 STREET,E
M,S-989129,BROADWAY,MORRIS STREET,BATTERY PLACE,E
M,P-255960,BROADWAY,EAST   22 STREET,EAST   21 STREET,E
M,P-255961,BROADWAY,EAST   23 STREET,EAST   22 STREET,E
M,P-255964,BROADWAY,EAST   21 STREET,EAST   20 STREET,E
M,P-255965,BROADWAY,EAST   20 STREET,EAST   19 STREET,E
